id,factoryId,name,signName,generation,birth,series,trim,bodyType,numberOfSeats,length,width,height,engineType,boostType,maxSpeed,accceleration,cityFuel,createdAt,updatedAt
2204,10,A4,SignName2192,B8/8K [redesign],2011-01-01,Avant wagon 5-doors,2.0 TDI MT,Wagon,5,4699,1826,1436,Diesel,Turbo,81,9.5,5.6,2022-11-26,2022-11-26
2205,10,A4,SignName2193,B8/8K [redesign],2011-01-01,Avant wagon 5-doors,2.0 TDI MT,Wagon,5,4699,1826,1436,Diesel,Turbo,,9.5,5.6,2022-11-26,2022-11-26
2206,10,A4,SignName2194,B8/8K [redesign],2011-01-01,Avant wagon 5-doors,2.0 TDI MT,Wagon,5,4699,1826,1436,Diesel,Turbo,,8.7,5.4,2022-11-26,2022-11-26
2207,10,A4,SignName2195,B8/8K [redesign],2011-01-01,Avant wagon 5-doors,2.0 TDI MT,Wagon,5,4699,1826,1436,Diesel,Turbo,81,8.4,5.7,2022-11-26,2022-11-26
2208,10,A4,SignName2196,B8/8K [redesign],2011-01-01,Avant wagon 5-doors,2.0 TDI MT quattro,Wagon,5,4699,1826,1436,Diesel,Turbo,81,9.6,6.1,2022-11-26,2022-11-26
2209,10,A4,SignName2197,B8/8K [redesign],2011-01-01,Avant wagon 5-doors,2.0 TDI MT quattro,Wagon,5,4699,1826,1436,Diesel,Turbo,,9.6,6.1,2022-11-26,2022-11-26
2210,10,A4,SignName2198,B8/8K [redesign],2011-01-01,Avant wagon 5-doors,2.0 TDI MT quattro,Wagon,5,4699,1826,1436,Diesel,Turbo,81,7.9,6.3,2022-11-26,2022-11-26
2211,10,A4,SignName2199,B8/8K [redesign],2011-01-01,Avant wagon 5-doors,2.0 TDI multitronic,Wagon,5,4699,1826,1436,Diesel,Turbo,81,9.5,5.6,2022-11-26,2022-11-26
2212,10,A4,SignName2200,B8/8K [redesign],2011-01-01,Avant wagon 5-doors,2.0 TDI multitronic,Wagon,5,4699,1826,1436,Diesel,Turbo,,9.5,5.6,2022-11-26,2022-11-26
2213,10,A4,SignName2201,B8/8K [redesign],2011-01-01,Avant wagon 5-doors,2.0 TDI multitronic,Wagon,5,4699,1826,1436,Diesel,Turbo,81,8.4,5.6,2022-11-26,2022-11-26
2214,10,A4,SignName2202,B8/8K [redesign],2011-01-01,Avant wagon 5-doors,2.0 TDI S tronic quattro,Wagon,5,4699,1826,1436,Diesel,Turbo,81,8,6.5,2022-11-26,2022-11-26
2215,10,A4,SignName2203,B8/8K [redesign],2011-01-01,Avant wagon 5-doors,2.0 TFSI  MT,Wagon,5,4699,1826,1436,Gasoline,Turbo,82,7.1,8.2,2022-11-26,2022-11-26
2216,10,A4,SignName2204,B8/8K [redesign],2011-01-01,Avant wagon 5-doors,2.0 TFSI flexible fuel MT,Wagon,5,4699,1826,1436,Gasoline,Turbo,82,8.1,8.2,2022-11-26,2022-11-26
2217,10,A4,SignName2205,B8/8K [redesign],2011-01-01,Avant wagon 5-doors,2.0 TFSI flexible fuel MT quattro,Wagon,5,4699,1826,1436,Gasoline,Turbo,82,7.9,9,2022-11-26,2022-11-26
2218,10,A4,SignName2206,B8/8K [redesign],2011-01-01,Avant wagon 5-doors,2.0 TFSI MT,Wagon,5,4699,1826,1436,Gasoline,Turbo,82,8.1,8.2,2022-11-26,2022-11-26
2219,10,A4,SignName2207,B8/8K [redesign],2011-01-01,Avant wagon 5-doors,2.0 TFSI MT,Wagon,5,4699,1826,1436,Gasoline,Turbo,,7,8,2022-11-26,2022-11-26
2220,10,A4,SignName2208,B8/8K [redesign],2011-01-01,Avant wagon 5-doors,2.0 TFSI MT quattro,Wagon,5,4699,1826,1436,Gasoline,Turbo,82,7.9,9,2022-11-26,2022-11-26
2221,10,A4,SignName2209,B8/8K [redesign],2011-01-01,Avant wagon 5-doors,2.0 TFSI MT quattro,Wagon,5,4699,1826,1436,Gasoline,Turbo,82,6.6,9,2022-11-26,2022-11-26
2222,10,A4,SignName2210,B8/8K [redesign],2011-01-01,Avant wagon 5-doors,2.0 TFSI MT quattro,Wagon,5,4699,1826,1436,Gasoline,Turbo,,6.5,8.8,2022-11-26,2022-11-26
2223,10,A4,SignName2211,B8/8K [redesign],2011-01-01,Avant wagon 5-doors,2.0 TFSI multitronic,Wagon,5,4699,1826,1436,Gasoline,Turbo,82,7.2,7.7,2022-11-26,2022-11-26
2224,10,A4,SignName2212,B8/8K [redesign],2011-01-01,Avant wagon 5-doors,2.0 TFSI multitronic,Wagon,5,4699,1826,1436,Gasoline,Turbo,,7.2,7.4,2022-11-26,2022-11-26
2225,10,A4,SignName2213,B8/8K [redesign],2011-01-01,Avant wagon 5-doors,2.0 TFSI S tronic quattro,Wagon,5,4699,1826,1436,Gasoline,Turbo,82,6.6,8.7,2022-11-26,2022-11-26
2226,10,A4,SignName2214,B8/8K [redesign],2011-01-01,Avant wagon 5-doors,2.0 TFSI S tronic quattro,Wagon,5,4699,1826,1436,Gasoline,Turbo,,6.5,8.6,2022-11-26,2022-11-26
2227,10,A4,SignName2215,B8/8K [redesign],2011-01-01,Avant wagon 5-doors,3.0 TDI clean diesel S tronic quattro,Wagon,5,4699,1826,1436,Diesel,Turbo,,6.1,6.9,2022-11-26,2022-11-26
2228,10,A4,SignName2216,B8/8K [redesign],2011-01-01,Avant wagon 5-doors,3.0 TDI MT,Wagon,5,4699,1826,1436,Diesel,Turbo,,7.9,6.4,2022-11-26,2022-11-26
2229,10,A4,SignName2217,B8/8K [redesign],2011-01-01,Avant wagon 5-doors,3.0 TDI MT quattro,Wagon,5,4699,1826,1436,Diesel,Turbo,,6.3,7.3,2022-11-26,2022-11-26
2230,10,A4,SignName2218,B8/8K [redesign],2011-01-01,Avant wagon 5-doors,3.0 TDI multitronic,Wagon,5,4699,1826,1436,Diesel,Turbo,,7.3,5.7,2022-11-26,2022-11-26
2231,10,A4,SignName2219,B8/8K [redesign],2011-01-01,Avant wagon 5-doors,3.0 TDI S tronic quattro,Wagon,5,4699,1826,1436,Diesel,Turbo,,6.1,7,2022-11-26,2022-11-26
2232,10,A4,SignName2220,B8/8K [redesign],2011-01-01,Avant wagon 5-doors,3.0 TFSI S tronic quattro,Wagon,5,4699,1826,1436,Gasoline,compressor,,6.1,11.2,2022-11-26,2022-11-26
2233,10,A4,SignName2221,B8/8K [redesign],2011-01-01,Sedan,1.8 TFSI MT,Sedan,5,4701,1826,1427,Gasoline,Turbo,82,10.5,8.6,2022-11-26,2022-11-26
2234,10,A4,SignName2222,B8/8K [redesign],2011-01-01,Sedan,1.8 TFSI MT,Sedan,5,4701,1826,1427,Gasoline,Turbo,82,8.1,7.4,2022-11-26,2022-11-26
2235,10,A4,SignName2223,B8/8K [redesign],2011-01-01,Sedan,1.8 TFSI MT quattro,Sedan,5,4701,1826,1427,Gasoline,Turbo,82,7.9,8.1,2022-11-26,2022-11-26
2236,10,A4,SignName2224,B8/8K [redesign],2011-01-01,Sedan,1.8 TFSI multitronic,Sedan,5,4701,1826,1427,Gasoline,Turbo,82,10.5,7.6,2022-11-26,2022-11-26
2237,10,A4,SignName2225,B8/8K [redesign],2011-01-01,Sedan,1.8 TFSI multitronic,Sedan,5,4701,1826,1427,Gasoline,Turbo,82,8.3,6.9,2022-11-26,2022-11-26
2238,10,A4,SignName2226,B8/8K [redesign],2011-01-01,Sedan,2.0 TDI MT,Sedan,5,4701,1826,1427,Diesel,Turbo,81,10.5,5.4,2022-11-26,2022-11-26
2239,10,A4,SignName2227,B8/8K [redesign],2011-01-01,Sedan,2.0 TDI MT,Sedan,5,4701,1826,1427,Diesel,Turbo,81,9.3,5.2,2022-11-26,2022-11-26
2240,10,A4,SignName2228,B8/8K [redesign],2011-01-01,Sedan,2.0 TDI MT,Sedan,5,4701,1826,1427,Diesel,Turbo,81,9.2,5.4,2022-11-26,2022-11-26
2241,10,A4,SignName2229,B8/8K [redesign],2011-01-01,Sedan,2.0 TDI MT,Sedan,5,4701,1826,1427,Diesel,Turbo,81,9.2,5.4,2022-11-26,2022-11-26
2242,10,A4,SignName2230,B8/8K [redesign],2011-01-01,Sedan,2.0 TDI MT,Sedan,5,4701,1826,1427,Diesel,Turbo,81,8.4,5.3,2022-11-26,2022-11-26
2243,10,A4,SignName2231,B8/8K [redesign],2011-01-01,Sedan,2.0 TDI MT,Sedan,5,4701,1826,1427,Diesel,Turbo,81,8.2,5.5,2022-11-26,2022-11-26
2244,10,A4,SignName2232,B8/8K [redesign],2011-01-01,Sedan,2.0 TDI MT,Sedan,5,4701,1826,1427,Diesel,Turbo,81,7.7,5.4,2022-11-26,2022-11-26
2245,10,A4,SignName2233,B8/8K [redesign],2011-01-01,Sedan,2.0 TDI MT quattro,Sedan,5,4701,1826,1427,Diesel,Turbo,81,9.3,6.1,2022-11-26,2022-11-26
2246,10,A4,SignName2234,B8/8K [redesign],2011-01-01,Sedan,2.0 TDI MT quattro,Sedan,5,4701,1826,1427,Diesel,Turbo,81,7.8,6.1,2022-11-26,2022-11-26
2247,10,A4,SignName2235,B8/8K [redesign],2011-01-01,Sedan,2.0 TDI MT quattro,Sedan,5,4701,1826,1427,Diesel,Turbo,81,7.4,5.9,2022-11-26,2022-11-26
2248,10,A4,SignName2236,B8/8K [redesign],2011-01-01,Sedan,2.0 TDI multitronic,Sedan,5,4701,1826,1427,Diesel,Turbo,81,9.1,5.7,2022-11-26,2022-11-26
2249,10,A4,SignName2237,B8/8K [redesign],2011-01-01,Sedan,2.0 TDI multitronic,Sedan,5,4701,1826,1427,Diesel,Turbo,,9.1,5.7,2022-11-26,2022-11-26
2250,10,A4,SignName2238,B8/8K [redesign],2011-01-01,Sedan,2.0 TDI multitronic,Sedan,5,4701,1826,1427,Diesel,Turbo,81,7.9,5.7,2022-11-26,2022-11-26
2251,10,A4,SignName2239,B8/8K [redesign],2011-01-01,Sedan,2.0 TDI multitronic,Sedan,5,4701,1826,1427,Diesel,Turbo,81,7.8,5.3,2022-11-26,2022-11-26
2252,10,A4,SignName2240,B8/8K [redesign],2011-01-01,Sedan,2.0 TDI S tronic quattro,Sedan,5,4701,1826,1427,Diesel,Turbo,81,7.9,6.4,2022-11-26,2022-11-26
2253,10,A4,SignName2241,B8/8K [redesign],2011-01-01,Sedan,2.0 TDI S tronic quattro,Sedan,5,4701,1826,1427,Diesel,Turbo,81,7.3,5.9,2022-11-26,2022-11-26
2254,10,A4,SignName2242,B8/8K [redesign],2011-01-01,Sedan,2.0 TFSI flexible fuel MT,Sedan,5,4701,1826,1427,Gasoline,Turbo,82,7.9,8.2,2022-11-26,2022-11-26
2255,10,A4,SignName2243,B8/8K [redesign],2011-01-01,Sedan,2.0 TFSI flexible fuel MT quattro,Sedan,5,4701,1826,1427,Gasoline,Turbo,82,7.7,9,2022-11-26,2022-11-26
2256,10,A4,SignName2244,B8/8K [redesign],2011-01-01,Sedan,2.0 TFSI MT,Sedan,5,4701,1826,1427,Gasoline,Turbo,82,7.9,8.2,2022-11-26,2022-11-26
2257,10,A4,SignName2245,B8/8K [redesign],2011-01-01,Sedan,2.0 TFSI MT,Sedan,5,4701,1826,1427,Gasoline,Turbo,82,6.9,8.3,2022-11-26,2022-11-26
2258,10,A4,SignName2246,B8/8K [redesign],2011-01-01,Sedan,2.0 TFSI MT,Sedan,5,4701,1826,1427,Gasoline,Turbo,82,6.8,7.8,2022-11-26,2022-11-26
2259,10,A4,SignName2247,B8/8K [redesign],2011-01-01,Sedan,2.0 TFSI MT quattro,Sedan,5,4701,1826,1427,Gasoline,Turbo,82,7.7,9,2022-11-26,2022-11-26
2260,10,A4,SignName2248,B8/8K [redesign],2011-01-01,Sedan,2.0 TFSI MT quattro,Sedan,5,4701,1826,1427,Gasoline,Turbo,82,6.5,8.9,2022-11-26,2022-11-26
2261,10,A4,SignName2249,B8/8K [redesign],2011-01-01,Sedan,2.0 TFSI MT quattro,Sedan,5,4701,1826,1427,Gasoline,Turbo,82,6.4,8.8,2022-11-26,2022-11-26
2262,10,A4,SignName2250,B8/8K [redesign],2011-01-01,Sedan,2.0 TFSI multitronic,Sedan,5,4701,1826,1427,Gasoline,Turbo,82,6.9,7.7,2022-11-26,2022-11-26
2263,10,A4,SignName2251,B8/8K [redesign],2011-01-01,Sedan,2.0 TFSI multitronic,Sedan,5,4701,1826,1427,Gasoline,Turbo,82,6.9,7.4,2022-11-26,2022-11-26
2264,10,A4,SignName2252,B8/8K [redesign],2011-01-01,Sedan,2.0 TFSI S tronic quattro,Sedan,5,4701,1826,1427,Gasoline,Turbo,82,6.5,8.8,2022-11-26,2022-11-26
2265,10,A4,SignName2253,B8/8K [redesign],2011-01-01,Sedan,2.0 TFSI S tronic quattro,Sedan,5,4701,1826,1427,Gasoline,Turbo,82,6.4,8.5,2022-11-26,2022-11-26
2266,10,A4,SignName2254,B8/8K [redesign],2011-01-01,Sedan,3.0 TDI clean diesel S tronic quattro,Sedan,5,4701,1826,1427,Diesel,Turbo,,5.9,6.8,2022-11-26,2022-11-26
2267,10,A4,SignName2255,B8/8K [redesign],2011-01-01,Sedan,3.0 TDI MT,Sedan,5,4701,1826,1427,Diesel,Turbo,,7.7,6.4,2022-11-26,2022-11-26
2268,10,A4,SignName2256,B8/8K [redesign],2011-01-01,Sedan,3.0 TDI MT quattro,Sedan,5,4701,1826,1427,Diesel,Turbo,,6.1,7.2,2022-11-26,2022-11-26
2269,10,A4,SignName2257,B8/8K [redesign],2011-01-01,Sedan,3.0 TDI multitronic,Sedan,5,4701,1826,1427,Diesel,Turbo,,7.1,5.5,2022-11-26,2022-11-26
2270,10,A4,SignName2258,B8/8K [redesign],2011-01-01,Sedan,3.0 TDI S tronic quattro,Sedan,5,4701,1826,1427,Diesel,Turbo,,5.9,6.8,2022-11-26,2022-11-26
2271,10,A4,SignName2259,B8/8K [redesign],2011-01-01,Sedan,3.0 TFSI S tronic quattro,Sedan,5,4701,1826,1427,Gasoline,Turbo,84,5.4,10.7,2022-11-26,2022-11-26
2272,10,A4,SignName2260,B9,2015-01-01,Allroad quattro wagon 5-doors,2.0   AMT,,,,,,,,,,,2022-11-26,2022-11-26
2273,10,A4,SignName2261,B9,2015-01-01,Allroad quattro wagon 5-doors,2.0 TFSI quattro S tronic,Wagon,5,4750,1842,1493,Gasoline,Turbo,82,6.1,7.9,2022-11-26,2022-11-26
2274,10,A4,SignName2262,B9,2015-01-01,Avant wagon 5-doors,1.4 TFSI MT,Wagon,5,4726,1842,1427,Gasoline,Turbo,,8.7,6.8,2022-11-26,2022-11-26
2275,10,A4,SignName2263,B9,2015-01-01,Avant wagon 5-doors,1.4 TFSI S tronic,Wagon,5,4726,1842,1427,Gasoline,Turbo,74,8.9,6.9,2022-11-26,2022-11-26
2276,10,A4,SignName2264,B9,2015-01-01,Avant wagon 5-doors,2.0 TDI MT,Wagon,5,4725,1842,1434,Diesel,Turbo,81,10.9,4.6,2022-11-26,2022-11-26
2277,10,A4,SignName2265,B9,2015-01-01,Avant wagon 5-doors,2.0 TDI MT,Wagon,5,4725,1842,1434,Diesel,Turbo,81,9.2,4.8,2022-11-26,2022-11-26
2278,10,A4,SignName2266,B9,2015-01-01,Avant wagon 5-doors,2.0 TDI MT,Wagon,5,4725,1842,1434,Diesel,Turbo,81,7.9,5.1,2022-11-26,2022-11-26
2279,10,A4,SignName2267,B9,2015-01-01,Avant wagon 5-doors,2.0 TDI MT quattro,Wagon,5,4725,1842,1434,Diesel,Turbo,81,9.1,5.1,2022-11-26,2022-11-26
2280,10,A4,SignName2268,B9,2015-01-01,Avant wagon 5-doors,2.0 TDI MT quattro,Wagon,5,4725,1842,1434,Diesel,Turbo,81,7.5,5.4,2022-11-26,2022-11-26
2281,10,A4,SignName2269,B9,2015-01-01,Avant wagon 5-doors,2.0 TDI S tronic,Wagon,5,4725,1842,1434,Diesel,Turbo,81,10.6,4.8,2022-11-26,2022-11-26
2282,10,A4,SignName2270,B9,2015-01-01,Avant wagon 5-doors,2.0 TDI S tronic,Wagon,5,4725,1842,1434,Diesel,Turbo,81,8.7,4.3,2022-11-26,2022-11-26
2283,10,A4,SignName2271,B9,2015-01-01,Avant wagon 5-doors,2.0 TDI S tronic,Wagon,5,4725,1842,1434,Diesel,Turbo,81,7.7,4.8,2022-11-26,2022-11-26
2284,10,A4,SignName2272,B9,2015-01-01,Avant wagon 5-doors,2.0 TDI S tronic quattro,Wagon,5,4725,1842,1434,Diesel,Turbo,81,7.2,5.1,2022-11-26,2022-11-26
2285,10,A4,SignName2273,B9,2015-01-01,Avant wagon 5-doors,2.0 TFSI MT,Wagon,5,4725,1842,1434,Gasoline,Turbo,82,,,2022-11-26,2022-11-26
2286,10,A4,SignName2274,B9,2015-01-01,Avant wagon 5-doors,2.0 TFSI MT,Wagon,5,4725,1842,1434,Gasoline,Turbo,82,7.5,7.3,2022-11-26,2022-11-26
2287,10,A4,SignName2275,B9,2015-01-01,Avant wagon 5-doors,2.0 TFSI S tronic,Wagon,5,4725,1842,1434,Gasoline,Turbo,82,,,2022-11-26,2022-11-26
2288,10,A4,SignName2276,B9,2015-01-01,Avant wagon 5-doors,2.0 TFSI S tronic,Wagon,5,4721,1841,1495,Gasoline,Turbo,82,7.3,6.2,2022-11-26,2022-11-26
2289,10,A4,SignName2277,B9,2015-01-01,Avant wagon 5-doors,2.0 TFSI S tronic,Wagon,5,4725,1842,1434,Gasoline,Turbo,82,6,,2022-11-26,2022-11-26
2290,10,A4,SignName2278,B9,2015-01-01,Avant wagon 5-doors,2.0 TFSI S tronic,Wagon,5,4725,1842,1434,Gasoline,Turbo,82,6.5,7.5,2022-11-26,2022-11-26
2291,10,A4,SignName2279,B9,2015-01-01,Avant wagon 5-doors,2.0 TFSI S tronic quattro,Wagon,5,4725,1842,1434,Gasoline,Turbo,82,5.8,7.7,2022-11-26,2022-11-26
2292,10,A4,SignName2280,B9,2015-01-01,Avant wagon 5-doors,2.0 TFSI S tronic quattro,Wagon,5,4725,1842,1434,Gasoline,Turbo,82,6,7.7,2022-11-26,2022-11-26
2293,10,A4,SignName2281,B9,2015-01-01,Avant wagon 5-doors,3.0 TDI S tronic,Wagon,5,4725,1842,1434,Diesel,Turbo,83,6.7,4.9,2022-11-26,2022-11-26
2294,10,A4,SignName2282,B9,2015-01-01,Avant wagon 5-doors,3.0 TDI S tronic quattro,Wagon,5,4725,1842,1434,Diesel,Turbo,83,6.4,4.9,2022-11-26,2022-11-26
2295,10,A4,SignName2283,B9,2015-01-01,Avant wagon 5-doors,3.0 TDI tiptronic quattro,Wagon,5,4725,1842,1434,Diesel,Turbo,83,5.4,5.6,2022-11-26,2022-11-26
2296,10,A4,SignName2284,B9,2015-01-01,Sedan,1.4 TFSI MT,Sedan,5,4726,1842,1427,Gasoline,Turbo,74,8.7,6.8,2022-11-26,2022-11-26
2297,10,A4,SignName2285,B9,2015-01-01,Sedan,1.4 TFSI S tronic,Sedan,5,4726,1842,1427,Gasoline,Turbo,74,8.5,6.8,2022-11-26,2022-11-26
2298,10,A4,SignName2286,B9,2015-01-01,Sedan,2.0 TDI MT,Sedan,5,4726,1842,1427,Diesel,Turbo,81,10.5,,2022-11-26,2022-11-26
2299,10,A4,SignName2287,B9,2015-01-01,Sedan,2.0 TDI MT,Sedan,5,4726,1842,1427,Diesel,Turbo,81,8.9,4.6,2022-11-26,2022-11-26
2300,10,A4,SignName2288,B9,2015-01-01,Sedan,2.0 TDI MT,Sedan,5,4726,1842,1427,Diesel,Turbo,81,7.7,5.1,2022-11-26,2022-11-26
2301,10,A4,SignName2289,B9,2015-01-01,Sedan,2.0 TDI MT quattro,Sedan,5,4726,1842,1427,Diesel,Turbo,81,8.8,5,2022-11-26,2022-11-26
2302,10,A4,SignName2290,B9,2015-01-01,Sedan,2.0 TDI MT quattro,Sedan,5,4726,1842,1427,Diesel,Turbo,81,7.2,5.3,2022-11-26,2022-11-26
2303,10,A4,SignName2291,B9,2015-01-01,Sedan,2.0 TDI S tronic,Sedan,5,4726,1842,1427,Diesel,Turbo,81,10.2,4.7,2022-11-26,2022-11-26
2304,10,A4,SignName2292,B9,2015-01-01,Sedan,2.0 TDI S tronic,Sedan,5,4726,1842,1427,Diesel,Turbo,81,8.7,5,2022-11-26,2022-11-26
2305,10,A4,SignName2293,B9,2015-01-01,Sedan,2.0 TDI S tronic,Sedan,5,4726,1842,1427,Diesel,Turbo,81,7.7,4.9,2022-11-26,2022-11-26
2306,10,A4,SignName2294,B9,2015-01-01,Sedan,2.0 TDI S tronic quattro,Sedan,5,4726,1842,1427,Diesel,Turbo,81,7.2,5.2,2022-11-26,2022-11-26
2307,10,A4,SignName2295,B9,2015-01-01,Sedan,2.0 TFSI MT,Sedan,5,4726,1842,1427,Gasoline,Turbo,82,8.4,,2022-11-26,2022-11-26
2308,10,A4,SignName2296,B9,2015-01-01,Sedan,2.0 TFSI MT,Sedan,5,4726,1842,1427,Gasoline,Turbo,82,7.2,7.2,2022-11-26,2022-11-26
2309,10,A4,SignName2297,B9,2015-01-01,Sedan,2.0 TFSI S tronic,Sedan,5,4726,1842,1427,Gasoline,Turbo,82,,,2022-11-26,2022-11-26
2310,10,A4,SignName2298,B9,2015-01-01,Sedan,2.0 TFSI S tronic,Sedan,5,4726,1842,1427,Gasoline,Turbo,82,7.3,6.4,2022-11-26,2022-11-26
2311,10,A4,SignName2299,B9,2015-01-01,Sedan,2.0 TFSI S tronic,Sedan,5,4726,1842,1427,Gasoline,Turbo,82,6.3,7.4,2022-11-26,2022-11-26
2312,10,A4,SignName2300,B9,2015-01-01,Sedan,2.0 TFSI S tronic,Sedan,5,4726,1842,1427,Gasoline,Turbo,82,6.3,7.4,2022-11-26,2022-11-26
2313,10,A4,SignName2301,B9,2015-01-01,Sedan,2.0 TFSI S tronic quattro,Sedan,5,4726,1842,1427,Gasoline,Turbo,82,5.8,7.7,2022-11-26,2022-11-26
2314,10,A4,SignName2302,B9,2015-01-01,Sedan,2.0 TFSI S tronic quattro,Sedan,5,4726,1842,1427,Gasoline,Turbo,82,5.8,7.7,2022-11-26,2022-11-26
2315,10,A4,SignName2303,B9,2015-01-01,Sedan,3.0 TDI S tronic,Sedan,5,4726,1842,1427,Diesel,Turbo,83,6.6,4.8,2022-11-26,2022-11-26
2316,10,A4,SignName2304,B9,2015-01-01,Sedan,3.0 TDI S tronic quattro,Sedan,5,4726,1842,1427,Diesel,Turbo,83,6.3,4.9,2022-11-26,2022-11-26
2317,10,A4,SignName2305,B9,2015-01-01,Sedan,3.0 TDI tiptronic quattro,Sedan,5,4726,1842,1427,Diesel,Turbo,83,5.3,5.4,2022-11-26,2022-11-26
2318,10,A4,SignName2306,B9,2015-01-01,wagon 5 doors,1.4 AMT,,5,4725,1842,1434,petrol,turbine,74,8.9,6.7,2022-11-26,2022-11-26
2319,10,A4,SignName2307,B9,2015-01-01,wagon 5 doors,1.4 MT,,5,4725,1842,1434,petrol,turbine,74,9,6.8,2022-11-26,2022-11-26
2320,10,A4,SignName2308,B9,2015-01-01,wagon 5 doors,2.0 AMT,,5,4725,1842,1434,diesel,turbine,81,10.6,,2022-11-26,2022-11-26
2321,10,A4,SignName2309,B9,2015-01-01,wagon 5 doors,2.0 AMT,,5,4725,1842,1434,diesel,turbine,81,9,4.9,2022-11-26,2022-11-26
2322,10,A4,SignName2310,B9,2015-01-01,wagon 5 doors,2.0 AMT,,5,4725,1842,1434,Liquefied coal hydrogen gases,turbine,82,8.4,7.1,2022-11-26,2022-11-26
2323,10,A4,SignName2311,B9,2015-01-01,wagon 5 doors,2.0 AMT,,5,4725,1842,1434,petrol,turbine,82,7.5,6.4,2022-11-26,2022-11-26
2324,10,A4,SignName2312,B9,2015-01-01,wagon 5 doors,2.0 AMT,,5,4725,1842,1434,petrol,turbine,82,6,,2022-11-26,2022-11-26
2325,10,A4,SignName2313,B9,2015-01-01,wagon 5 doors,2.0 AMT 4WD,,5,4725,1842,1434,diesel,turbine,81,7.4,5.2,2022-11-26,2022-11-26
2326,10,A4,SignName2314,B9,2015-01-01,wagon 5 doors,2.0 AMT 4WD,,5,4725,1842,1434,petrol,turbine,82,6,7.7,2022-11-26,2022-11-26
2327,10,A4,SignName2315,B9,2015-01-01,wagon 5 doors,2.0 AMT 4WD,,5,4725,1842,1434,petrol,turbine,82,6,7.7,2022-11-26,2022-11-26
2328,10,A4,SignName2316,B9,2015-01-01,wagon 5 doors,2.0 MT,,5,4725,1842,1434,diesel,turbine,81,10.9,,2022-11-26,2022-11-26
2329,10,A4,SignName2317,B9,2015-01-01,wagon 5 doors,2.0 MT,,5,4725,1842,1434,diesel,turbine,81,9.2,4.8,2022-11-26,2022-11-26
2330,10,A4,SignName2318,B9,2015-01-01,wagon 5 doors,2.0 MT,,5,4725,1842,1434,Liquefied coal hydrogen gases,turbine,82,8.5,8,2022-11-26,2022-11-26
2331,10,A4,SignName2319,B9,2015-01-01,wagon 5 doors,2.0 MT,,5,4725,1842,1434,petrol,turbine,82,7.5,7.1,2022-11-26,2022-11-26
2332,10,A4,SignName2320,B9,2015-01-01,wagon 5 doors,2.0 MT 4WD,,5,4725,1842,1434,diesel,turbine,81,9.1,5.1,2022-11-26,2022-11-26
2333,10,A4,SignName2321,B9,2015-01-01,wagon 5 doors,2.0 MT 4WD,,5,4725,1842,1434,diesel,turbine,81,7.5,5.4,2022-11-26,2022-11-26
2334,10,A4,SignName2322,B9,2015-01-01,wagon 5 doors,2.0 MT 4WD,,5,4725,1842,1434,petrol,turbine,82,6.1,8.5,2022-11-26,2022-11-26
2335,10,A4,SignName2323,B9,2015-01-01,wagon 5 doors,3.0 AMT,,5,4725,1842,1434,diesel,turbine,83,6.7,4.9,2022-11-26,2022-11-26
2336,10,A4,SignName2324,B9,2015-01-01,wagon 5 doors,3.0 AMT 4WD,,5,4725,1842,1434,diesel,turbine,83,6.4,5,2022-11-26,2022-11-26
2337,10,A4,SignName2325,B9,2015-01-01,wagon 5 doors,3.0 AT 4WD,,5,4725,1842,1434,diesel,turbine,83,5.4,5.6,2022-11-26,2022-11-26
2338,10,A4,SignName2326,B9 [redesign],1899-12-31,Sedan,2.0 AMT,,5,4762,1847,1428,diesel,turbine,81,9.5,4.7,2022-11-26,2022-11-26
2339,10,A4,SignName2327,B9 [redesign],1899-12-31,Sedan,2.0 AMT,,5,4762,1847,1428,petrol,turbine,82,8.9,7.5,2022-11-26,2022-11-26
2340,10,A4,SignName2328,B9 [redesign],1899-12-31,Sedan,2.0 AMT,,5,4762,1847,1428,diesel,turbine,81,8.2,4.5,2022-11-26,2022-11-26
2341,10,A4,SignName2329,B9 [redesign],1899-12-31,Sedan,2.0 AMT 4WD,,5,4762,1847,1428,petrol,turbine,82,7.3,7.7,2022-11-26,2022-11-26
2342,10,A4,SignName2330,B9 [redesign],1899-12-31,Sedan,2.0 AMT 4WD,,5,4762,1847,1428,petrol,turbine,82,5.8,8.7,2022-11-26,2022-11-26
2343,10,A4,SignName2331,B9 [redesign],1899-12-31,Sedan,2.0 MT,,5,4762,1847,1428,petrol,turbine,82,8.6,8.5,2022-11-26,2022-11-26
2344,10,A4,SignName2332,B9 [redesign],1899-12-31,Sedan,3.0 AT 4WD,,5,4762,1847,1428,diesel,turbine,83,6,6.9,2022-11-26,2022-11-26
2345,10,A4,SignName2333,B9 [redesign],1899-12-31,wagon 5 doors,2.0 AMT,,5,4762,1847,1435,diesel,turbine,81,9.8,4.7,2022-11-26,2022-11-26
2346,10,A4,SignName2334,B9 [redesign],1899-12-31,wagon 5 doors,2.0 AMT,,5,4762,1847,1435,petrol,turbine,82,9.2,7.5,2022-11-26,2022-11-26
2347,10,A4,SignName2335,B9 [redesign],1899-12-31,wagon 5 doors,2.0 AMT,,5,4762,1847,1435,diesel,turbine,81,8.5,4.6,2022-11-26,2022-11-26
